state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage,all_pediatric_inpatient_bed_occupied,all_pediatric_inpatient_bed_occupied_coverage,all_pediatric_inpatient_beds,all_pediatric_inpatient_beds_coverage,previous_day_admission_pediatric_covid_confirmed_0_4,previous_day_admission_pediatric_covid_confirmed_0_4_coverage,previous_day_admission_pediatric_covid_confirmed_12_17,previous_day_admission_pediatric_covid_confirmed_12_17_coverage,previous_day_admission_pediatric_covid_confirmed_5_11,previous_day_admission_pediatric_covid_confirmed_5_11_coverage,previous_day_admission_pediatric_covid_confirmed_unknown,previous_day_admission_pediatric_covid_confirmed_unknown_coverage,staffed_icu_pediatric_patients_confirmed_covid,staffed_icu_pediatric_patients_confirmed_covid_coverage,staffed_pediatric_icu_bed_occupancy,staffed_pediatric_icu_bed_occupancy_coverage,total_staffed_pediatric_icu_beds,total_staffed_pediatric_icu_beds_coverage,Demo | State Geographic Boundaries
KY,1,9,84,13,61,20,5,93,11109,92,7986,92,226,94,19,94,63,94,0,94,7,94,985,93,41,94,30,93,207,94,159,94,19,94,3,94,1287,93,0.718876587,92,7986,11109,0.027673428,92,221,7986,0.01989378,92,221,11109,0.031857032,93,41,1287,0.765345765,93,985,1287,4/14/2023 0:00,POINT (-84.8787 38.19507),0,91,0,81,0,80,1,79,2,79,3,79,5,82,7,80,1,94,0,91,2,80,4,81,6,69,11,83,11,81,16,83,11,83,2,94,0,17,11,24,64,0,0,0,1,94,1,94,0,15,0,15,13,0,15,94,220,93,343,93,0,94,0,79,0,79,0,94,0,94,49,93,82,93,18
MI,30,115,0,32,113,0,6,145,20085,145,15535,145,555,145,73,145,8,145,0,145,0,145,1643,145,67,145,61,145,538,145,465,145,17,145,8,145,2176,145,0.773462783,145,15535,20085,0.03572578,145,555,15535,0.027632562,145,555,20085,0.030790441,145,67,2176,0.755055147,145,1643,2176,4/14/2023 0:00,POINT (-84.55226 42.73194),0,145,1,145,1,145,3,145,3,145,12,145,28,145,25,145,0,145,0,145,0,145,0,145,1,145,1,145,2,145,3,145,1,145,0,145,4,145,16,0,0,0,0,0,1,145,1,145,0,23,0,23,16,0,23,145,544,145,857,145,0,145,0,145,0,145,0,145,0,145,129,145,176,145,23
TX,1,13,444,3,23,432,86,458,56051,457,41352,457,1270,458,157,458,161,458,7,458,18,458,5004,454,202,458,150,454,1221,458,928,458,49,458,24,458,5951,454,0.737756686,457,41352,56051,0.030566841,457,1264,41352,0.022550891,457,1264,56051,0.03142329,454,187,5951,0.840867081,454,5004,5951,4/14/2023 0:00,POINT (-97.743 30.26759),0,458,6,458,7,458,21,458,16,458,25,458,35,458,42,458,5,458,1,458,15,458,16,458,14,458,27,458,34,458,23,458,30,457,1,458,1,49,0,2,0,0,0,0,15,458,16,458,0,47,0,47,67,1,47,458,2634,458,3314,458,6,458,1,458,0,458,0,458,8,458,504,458,656,458,44
NC,1,92,14,13,86,8,22,107,19864,107,15419,107,894,107,35,107,171,107,0,107,5,107,1677,106,139,107,42,106,884,107,291,107,10,107,4,107,2072,106,0.776228353,107,15419,19864,0.057980414,107,894,15419,0.045006041,107,894,19864,0.066602317,106,138,2072,0.809362934,106,1677,2072,4/14/2023 0:00,POINT (-78.6427 35.78547),1,107,1,107,2,107,0,107,6,107,7,107,8,107,10,107,0,107,0,107,7,107,7,107,14,107,38,107,37,107,38,107,30,107,0,107,12,100,0,0,0,0,0,0,1,107,1,107,0,100,0,100,13,6,100,107,31,31,64,31,0,31,0,31,0,31,0,31,0,31,3,31,9,31,34
IA,0,17,93,1,67,42,5,110,6781,110,4344,110,109,110,24,110,6,110,3,110,1,110,356,110,9,110,8,110,99,110,94,110,10,110,7,110,517,110,0.640613479,110,4344,6781,0.025092081,110,109,4344,0.016074325,110,109,6781,0.017408124,110,9,517,0.688588008,110,356,517,4/14/2023 0:00,POINT (-93.61539 41.58981),1,108,0,91,0,91,0,91,0,91,6,93,9,92,5,90,3,110,0,109,0,91,0,91,0,91,2,91,2,92,2,91,0,91,0,110,1,57,347,0,647,0,0,0,0,110,0,110,0,19,1,19,6,0,19,110,179,110,362,110,3,110,0,91,0,91,0,110,2,110,34,110,71,110,16
WA,0,22,65,0,37,50,22,87,9970,84,8153,84,356,87,35,87,10,87,0,87,0,87,818,84,38,87,32,84,353,87,286,87,3,87,3,87,1036,84,0.81775326,84,8153,9970,0.042683675,84,348,8153,0.034904714,84,348,9970,0.034749035,84,36,1036,0.78957529,84,818,1036,4/14/2023 0:00,POINT (-122.89167 47.03956),0,87,1,86,3,86,1,86,1,86,5,86,4,86,20,85,0,87,0,87,0,86,0,86,1,86,4,86,2,86,1,86,2,86,0,87,0,22,3,0,0,44,0,0,0,87,1,87,0,22,0,22,24,0,69,87,427,85,705,84,0,87,0,85,0,86,0,86,5,87,91,85,128,84,48
DC,0,0,12,0,11,1,1,11,3073,11,2460,11,61,12,4,12,24,12,0,12,3,12,232,11,8,11,6,11,51,12,38,12,10,12,7,12,289,11,0.800520664,11,2460,3073,0.024796748,11,61,2460,0.019850309,11,61,3073,0.027681661,11,8,289,0.802768166,11,232,289,4/14/2023 0:00,,0,12,0,12,1,12,0,12,1,12,0,12,1,12,1,12,0,12,1,12,3,12,6,12,2,12,3,12,4,12,3,12,2,12,0,12,1,11,67,76,55,0,0,0,1,11,0,11,0,1,0,1,3,0,1,11,260,11,279,11,0,11,0,11,0,11,0,11,2,11,57,11,73,11,
PR,0,2,49,0,6,45,1,51,6973,51,4812,51,84,51,8,51,3,51,2,51,13,51,412,51,9,51,6,51,66,51,30,51,18,51,4,51,571,51,0.690090348,51,4812,6973,0.017456359,51,84,4812,0.012046465,51,84,6973,0.015761821,51,9,571,0.721541156,51,412,571,4/14/2023 0:00,POINT (-66.11692 18.46536),0,51,1,51,0,51,0,51,2,51,0,51,4,51,1,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,1,51,2,51,0,51,0,2,0,0,0,0,0,0,0,51,5,51,0,1,0,1,18,0,1,51,442,51,837,51,2,51,0,51,0,51,0,51,0,51,25,51,76,51,
AZ,0,9,64,2,43,28,8,73,12620,72,9760,72,508,73,42,73,108,73,2,73,5,72,867,73,50,73,29,73,476,73,246,73,32,73,11,73,1324,73,0.773375594,72,9760,12620,0.05204918,72,508,9760,0.040253566,72,508,12620,0.03776435,73,50,1324,0.654833837,73,867,1324,4/14/2023 0:00,POINT (-112.07581 33.44825),0,71,1,69,2,70,1,69,4,69,10,70,7,69,17,69,0,72,0,72,5,69,8,69,11,69,11,69,35,69,21,69,17,69,0,72,0,10,0,0,0,0,0,0,3,73,11,73,0,10,0,10,23,0,10,73,669,73,919,73,2,73,0,70,0,70,0,73,6,73,189,73,301,73,3
OH,1,36,148,6,53,126,11,184,26162,185,20082,185,659,185,73,185,33,185,3,185,19,185,2481,185,103,185,86,185,573,185,475,185,86,185,17,185,3513,185,0.767601865,185,20082,26162,0.032815457,185,659,20082,0.025189206,185,659,26162,0.02931967,185,103,3513,0.706233988,185,2481,3513,4/14/2023 0:00,POINT (-83.00276 39.96199),0,185,3,185,0,185,5,185,4,185,18,185,17,185,26,185,0,185,1,185,4,185,2,185,4,185,3,184,11,185,4,185,4,185,0,185,1,36,738,0,329,0,0,0,4,184,1,184,0,37,0,37,40,1,37,184,1242,185,1995,185,1,185,0,185,2,185,0,185,1,185,399,185,621,185,36
VT,1,1,11,3,10,0,0,13,1114,13,845,13,13,13,0,13,0,13,0,13,0,13,63,13,2,13,2,13,13,13,12,13,0,13,0,13,92,13,0.758527828,13,845,1114,0.015384615,13,13,845,0.011669659,13,13,1114,0.02173913,13,2,92,0.684782609,13,63,92,4/14/2023 0:00,POINT (-72.57627 44.26029),0,13,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,13,0,13,0,11,0,10,0,10,0,10,0,10,0,10,0,10,0,13,0,2,8,0,0,0,0,0,0,13,0,13,0,1,0,1,0,0,2,13,22,13,61,13,0,13,0,10,0,10,0,13,0,13,2,13,4,13,46
LA,2,24,112,12,111,15,4,138,12118,138,7754,138,132,138,15,138,6,138,0,138,0,138,1054,138,15,138,15,138,130,138,117,138,2,138,2,138,1462,138,0.639874567,138,7754,12118,0.017023472,138,132,7754,0.010892887,138,132,12118,0.010259918,138,15,1462,0.720930233,138,1054,1462,4/14/2023 0:00,POINT (-91.18665 30.44335),0,138,0,137,0,137,2,137,1,137,5,137,3,137,3,137,1,137,0,137,1,137,0,137,0,136,0,137,1,137,1,136,3,137,0,137,0,31,1649,0,406,0,0,0,2,138,1,138,0,28,0,28,8,0,28,138,358,138,695,138,0,138,0,137,0,137,0,138,1,138,143,138,231,138,19
WI,13,84,36,12,93,28,9,133,10981,133,7553,133,332,133,32,133,26,133,3,133,3,133,768,133,41,133,35,133,326,133,300,133,6,133,6,133,1160,133,0.687824424,133,7553,10981,0.043956044,133,332,7553,0.030234041,133,332,10981,0.035344828,133,41,1160,0.662068966,133,768,1160,4/14/2023 0:00,POINT (-89.38645 43.07313),0,133,3,133,1,133,1,133,4,133,3,133,7,133,13,133,0,133,0,133,0,133,1,133,1,133,5,133,5,133,8,133,6,133,0,133,0,16,0,0,0,0,0,0,2,133,1,133,0,14,0,14,8,0,14,133,329,133,478,133,0,133,1,133,0,133,2,133,0,133,69,133,98,133,50
KS,5,10,88,15,78,10,1,103,6970,102,3937,102,97,103,12,103,19,103,1,103,1,103,487,103,13,103,12,103,93,103,85,103,4,103,2,103,709,103,0.564849354,102,3937,6970,0.024638049,102,97,3937,0.013916786,102,97,6970,0.018335684,103,13,709,0.686882934,103,487,709,4/14/2023 0:00,POINT (-95.67119 39.04928),0,102,0,92,1,92,1,92,1,92,2,92,3,90,4,92,0,103,0,102,2,91,1,91,1,92,2,91,2,92,7,91,4,91,0,103,0,22,272,98,218,0,0,0,0,103,0,103,0,22,0,22,2,0,22,103,124,103,284,103,1,102,0,91,0,91,0,103,1,103,37,103,74,103,17
NJ,1,8,65,6,62,6,11,74,20253,70,13615,70,312,74,32,74,33,74,2,74,3,74,1156,74,31,74,26,74,301,74,282,74,11,74,7,74,2793,74,0.672246087,70,13615,20253,0.02071245,70,282,13615,0.013923863,70,282,20253,0.011099177,74,31,2793,0.413891873,74,1156,2793,4/14/2023 0:00,POINT (-74.75942 40.21789),0,74,4,74,0,74,2,74,3,74,6,74,8,74,9,74,0,74,0,74,1,74,6,74,2,74,5,74,4,74,10,74,5,74,0,74,0,8,142,0,0,2,0,0,2,74,4,74,0,8,0,8,25,0,8,74,392,74,755,74,0,74,0,74,0,74,2,74,2,74,70,74,124,74,31
HI,0,4,14,3,15,0,0,18,1843,18,1460,18,51,18,15,18,5,18,4,18,0,18,112,18,7,18,7,18,51,18,50,18,0,18,0,18,170,18,0.792186652,18,1460,1843,0.034931507,18,51,1460,0.027672273,18,51,1843,0.041176471,18,7,170,0.658823529,18,112,170,4/14/2023 0:00,POINT (-157.85788 21.30493),0,17,0,16,1,17,1,16,1,17,1,16,0,16,5,16,6,18,0,18,0,16,1,16,0,16,0,16,0,16,1,16,3,16,0,18,1,4,109,0,0,0,0,15,0,18,0,18,0,4,0,4,0,0,4,18,17,18,27,18,1,18,1,16,2,16,0,18,0,18,0,18,13,18,12
TN,2,33,68,22,25,56,7,103,17013,102,12176,102,255,103,29,103,31,103,0,103,1,103,1354,101,41,103,30,101,251,103,214,103,4,103,4,103,2054,101,0.715688003,102,12176,17013,0.02086071,102,254,12176,0.01492976,102,254,17013,0.017039922,101,35,2054,0.659201558,101,1354,2054,4/14/2023 0:00,POINT (-86.77817 36.16784),0,103,2,103,1,103,0,103,2,103,8,103,7,103,6,103,3,103,0,103,0,103,2,103,2,103,4,103,8,103,7,103,8,103,0,103,1,35,0,0,0,12,0,0,6,103,3,103,0,34,0,34,25,1,34,103,635,103,907,103,0,103,0,103,0,103,0,103,0,103,99,103,157,103,43
RI,0,0,12,1,10,1,0,12,2033,12,1735,12,41,12,5,12,4,12,0,12,0,12,123,12,1,12,0,12,37,12,27,12,4,12,1,12,146,12,0.853418593,12,1735,2033,0.023631124,12,41,1735,0.020167241,12,41,2033,0.006849315,12,1,146,0.842465753,12,123,146,4/14/2023 0:00,POINT (-71.41198 41.82388),0,12,0,12,0,12,0,12,0,12,0,12,3,12,2,12,0,12,0,12,0,12,1,12,0,12,0,12,0,12,1,12,2,12,0,12,,0,0,,0,0,,0,1,12,1,12,,0,,0,6,,0,12,195,12,222,12,0,12,0,12,0,12,0,12,0,12,74,12,81,12,40
MT,4,41,15,6,52,2,0,60,2595,60,1641,60,24,60,8,60,9,60,0,60,1,60,129,60,3,60,3,60,23,60,23,60,1,60,1,60,213,60,0.632369942,60,1641,2595,0.014625229,60,24,1641,0.009248555,60,24,2595,0.014084507,60,3,213,0.605633803,60,129,213,4/14/2023 0:00,POINT (-112.02066 46.58976),0,60,1,56,1,56,0,56,0,56,2,56,2,56,2,56,0,60,0,60,2,56,0,56,2,56,2,56,2,56,1,56,0,56,0,60,1,49,0,0,0,0,0,0,0,60,0,60,0,6,0,6,2,0,6,60,44,60,96,60,0,60,0,56,0,56,0,60,1,60,4,60,29,60,27
MN,0,1,126,8,79,40,7,127,9302,127,7812,127,274,127,33,127,16,127,2,127,2,127,620,127,25,127,19,127,261,127,200,127,13,127,11,127,830,127,0.839819394,127,7812,9302,0.035074245,127,274,7812,0.029456031,127,274,9302,0.030120482,127,25,830,0.746987952,127,620,830,4/14/2023 0:00,POINT (-93.09649 44.94339),1,127,0,127,3,127,2,127,0,127,7,127,15,127,5,127,0,127,0,127,1,127,1,127,1,127,2,127,2,127,6,127,3,127,0,127,0,1,522,0,176,0,0,0,0,127,2,127,0,1,0,1,9,0,1,127,525,127,628,127,2,127,0,127,0,127,0,127,2,127,95,127,115,127,24
DE,1,1,6,3,4,1,3,8,2362,8,1808,8,71,8,6,8,6,8,0,8,10,8,102,8,3,8,2,8,55,8,39,8,16,8,4,8,175,8,0.765453006,8,1808,2362,0.039269912,8,71,1808,0.030059272,8,71,2362,0.017142857,8,3,175,0.582857143,8,102,175,4/14/2023 0:00,POINT (-75.52474 39.15803),0,8,0,8,1,8,0,8,0,8,2,8,3,8,0,8,0,8,0,8,0,8,0,8,1,8,0,8,1,8,1,8,3,8,0,8,0,3,127,0,0,0,0,0,0,8,0,8,0,3,0,3,0,0,3,8,151,8,213,8,0,8,0,8,0,8,0,8,0,8,28,8,44,8,8
OK,0,12,109,17,89,15,1,121,8142,121,5532,121,169,121,23,121,34,121,1,121,1,121,602,120,29,121,23,120,151,121,115,121,18,121,18,121,821,120,0.679439941,121,5532,8142,0.03054953,121,169,5532,0.020756571,121,169,8142,0.035322777,120,29,821,0.733252132,120,602,821,4/14/2023 0:00,POINT (-97.52107 35.47203),0,121,1,117,0,117,0,117,5,117,3,117,8,117,6,117,0,121,1,121,1,117,1,117,1,117,5,117,6,117,12,117,7,117,0,121,0,30,0,0,0,0,0,0,3,121,5,121,0,24,0,24,8,1,24,121,284,121,411,121,1,121,0,116,0,117,0,110,0,121,48,121,90,121,37
NH,0,0,26,0,3,23,5,26,2509,26,1963,26,48,26,10,26,1,26,0,26,1,26,181,26,5,26,5,26,46,26,40,26,2,26,1,26,236,26,0.78238342,26,1963,2509,0.024452369,26,48,1963,0.019131128,26,48,2509,0.021186441,26,5,236,0.766949153,26,181,236,4/14/2023 0:00,POINT (-71.53661 43.20725),0,26,1,26,1,26,0,26,1,26,1,26,2,26,4,26,0,26,0,26,0,26,1,26,0,26,0,26,0,26,0,26,0,26,0,26,0,3,,,,,,,0,26,1,26,0,3,0,3,3,0,3,26,38,26,70,26,0,26,0,26,0,26,0,26,0,26,7,26,8,26,30
WV,0,3,47,21,29,0,2,50,4772,50,3697,50,73,50,13,50,7,50,0,50,0,50,399,50,14,50,13,50,70,50,67,50,3,50,3,50,565,50,0.774727578,50,3697,4772,0.01974574,50,73,3697,0.015297569,50,73,4772,0.024778761,50,14,565,0.70619469,50,399,565,4/14/2023 0:00,POINT (-81.63896 38.35016),0,50,0,50,0,50,1,50,2,50,1,50,5,50,4,50,0,50,0,50,0,50,0,50,2,50,1,50,1,50,2,50,1,50,0,50,0,3,0,0,0,0,0,0,1,50,0,50,0,3,0,3,6,0,3,50,120,50,233,50,0,50,0,50,0,50,0,3,3,50,27,50,44,50,49
MA,0,0,73,12,61,0,16,73,15628,73,13055,73,311,73,47,73,64,73,0,73,3,73,943,73,36,73,29,73,302,73,256,73,9,73,4,73,1208,73,0.835359611,73,13055,15628,0.02382229,73,311,13055,0.019900179,73,311,15628,0.029801325,73,36,1208,0.780629139,73,943,1208,4/14/2023 0:00,POINT (-71.05675 42.35866),0,73,1,73,1,73,2,73,6,73,6,73,15,73,16,73,0,73,1,73,3,73,2,73,3,73,10,73,12,73,14,73,19,73,0,73,0,73,0,,0,0,,0,1,73,3,73,0,13,0,13,17,0,13,73,742,73,1092,73,0,73,0,73,0,73,0,73,0,73,146,73,189,73,22
CA,6,48,281,86,191,58,145,334,58248,334,44885,334,1799,334,209,335,204,335,4,335,11,335,4459,334,186,334,139,334,1750,334,1370,334,49,334,35,334,6273,334,0.770584398,334,44885,58248,0.040080205,334,1799,44885,0.030885181,334,1799,58248,0.029650885,334,186,6273,0.710824167,334,4459,6273,4/14/2023 0:00,POINT (-121.49086 38.57944),1,335,17,335,22,335,10,335,12,335,35,335,46,335,65,335,4,335,3,335,9,335,18,335,18,335,24,335,45,334,38,335,49,335,15,322,2,53,722,175,20,0,0,0,11,332,5,331,0,28,11,280,51,1,280,332,2194,334,3244,334,2,335,0,335,2,335,0,335,5,334,642,334,942,334,5
VI,1,0,1,2,0,0,0,2,168,2,90,2,2,2,0,2,0,2,0,2,0,2,7,2,0,2,0,2,2,2,2,2,0,2,0,2,14,2,0.535714286,2,90,168,0.022222222,2,2,90,0.011904762,2,2,168,0,2,0,14,0.5,2,7,14,4/14/2023 0:00,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,,,,,,,0,2,0,2,0,1,0,1,0,0,1,2,2,2,16,2,0,2,0,1,0,1,0,2,0,2,0,2,3,2,
IN,7,95,24,6,104,16,0,126,14433,126,9715,126,241,126,31,126,39,126,1,126,1,126,1261,126,34,126,28,126,232,126,171,126,9,126,3,126,1921,126,0.673110233,126,9715,14433,0.024806999,126,241,9715,0.016697845,126,241,14433,0.017699115,126,34,1921,0.656428943,126,1261,1921,4/14/2023 0:00,POINT (-86.15013 39.76691),0,124,1,121,1,122,2,121,0,121,7,121,8,122,11,120,1,126,0,124,0,121,3,121,3,121,5,121,13,121,8,122,7,122,0,126,1,100,308,559,619,0,0,0,1,126,1,126,0,99,0,99,5,0,99,126,333,126,843,126,0,125,1,122,0,121,0,126,0,126,74,126,206,126,15
